Taxon,Region,FirstRecord
Livistona mariae,Asia and the Pacific,1920
Livoneca redmanii,Africa,2015
Lixus cardui,Asia and the Pacific,1993
Lixus punctiventris,Europe and Central Asia,1947
Lixus scabricollis,Europe and Central Asia,1992
Liza carinata,Africa,1924
Liza carinata,Asia and the Pacific,1991
Liza carinata,Europe and Central Asia,1955
Loasa nitida,Americas,1936
Lobelia angulata,Europe and Central Asia,1931
Lobelia erinus,Americas,1931
Lobelia erinus,Asia and the Pacific,1879
Lobelia erinus,Europe and Central Asia,1905
Lobelia kalmii,Europe and Central Asia,2011
Lobelia laxiflora,Europe and Central Asia,1942
Lobelia pedunculata,Asia and the Pacific,1988
Lobelia pedunculata,Europe and Central Asia,2003
Lobelia pinifolia,Europe and Central Asia,2001
Lobelia pratioides,Asia and the Pacific,2011
Lobelia purpurascens,Asia and the Pacific,1938
Lobelia sessilifolia,Europe and Central Asia,1934
Lobelia spicata,Americas,1932
Lobelia urens,Europe and Central Asia,1897
Lobesia botrana,Asia and the Pacific,1981
Lobesia euphorbiana,Americas,1983
Lobiopa insularis,Europe and Central Asia,2008
Lobocaecilius monicus,Asia and the Pacific,2011
Lobochona insularum,Americas,1940
Lobopoda galapagoensis,Americas,1898
Loboptera decipiens,Europe and Central Asia,1997
Lobularia maritima,Americas,1846
Lobularia maritima,Asia and the Pacific,1833
Lobularia maritima,Europe and Central Asia,1662
Lochmaea suturalis,Asia and the Pacific,1996
Locusta migratoria,Asia and the Pacific,1920
Locusta migratoria,Europe and Central Asia,1886
Logfia gallica,Americas,1896
Logfia gallica,Asia and the Pacific,1843
Logfia gallica,Europe and Central Asia,1696
Logfia minima,Americas,1924
Logfia minima,Asia and the Pacific,1969
Logfia minima,Europe and Central Asia,1984
Loimia medusa,Europe and Central Asia,2000
Lolium arundinaceum,Americas,1940
Lolium arundinaceum,Asia and the Pacific,1870
Lolium boucheanum,Asia and the Pacific,1930
Lolium boucheanum,Europe and Central Asia,1903
Lolium elongatum,Europe and Central Asia,1933
Lolium giganteum,Americas,1955
Lolium holmbergii,Americas,2006
Lolium holmbergii,Asia and the Pacific,1900
Lolium hubbardii,Asia and the Pacific,1932
Lolium krasanii,Europe and Central Asia,1942
Lolium multiflorum,Africa,1978
Lolium multiflorum,Americas,1854
Lolium multiflorum,Asia and the Pacific,1869
Lolium multiflorum,Europe and Central Asia,1814
Lolium multiflorum x Lolium perenne,Asia and the Pacific,1893
Lolium perenne,Africa,1978
Lolium perenne,Americas,1755
Lolium perenne,Asia and the Pacific,1700
Lolium perenne,Europe and Central Asia,1749
Lolium perenne x Lolium rigidum,Asia and the Pacific,1952
Lolium persicum,Americas,1929
Lolium persicum,Asia and the Pacific,1958
Lolium persicum,Europe and Central Asia,1861
Lolium pratense,Americas,1858
Lolium pratense,Europe and Central Asia,1666
Lolium remotum,Asia and the Pacific,1944
Lolium remotum,Europe and Central Asia,1839
Lolium rigidum,Americas,1924
Lolium rigidum,Asia and the Pacific,1886
Lolium rigidum,Europe and Central Asia,1964
Lolium subulatum,Europe and Central Asia,1950
Lolium temulentum,Africa,1987
Lolium temulentum,Americas,1854
Lolium temulentum,Asia and the Pacific,1843
Lolium temulentum,Europe and Central Asia,1800
Lomatia silaifolia,Asia and the Pacific,1898
Lomelosia stellata,Europe and Central Asia,2009
Lomentaria flaccida,Europe and Central Asia,2002
Lomentaria hakodatensis,Americas,1960
Lomentaria hakodatensis,Europe and Central Asia,1978
Lonchaea sp,Americas,2001
Lonchoptera bifurcata,Asia and the Pacific,1916
Lonchura atricapilla,Americas,1944
Lonchura atricapilla,Asia and the Pacific,1909
Lonchura atricapilla,Europe and Central Asia,1998
Lonchura castaneothorax,Asia and the Pacific,1850
Lonchura cucullata,Africa,1981
Lonchura cucullata,Americas,1529
Lonchura cucullata,Asia and the Pacific,1938
Lonchura ferruginosa,Asia and the Pacific,1996
Lonchura fringilloides,Africa,1933
Lonchura fringilloides,Asia and the Pacific,1938
Lonchura hunsteini,Asia and the Pacific,1920
Lonchura leucogastroides,Asia and the Pacific,1910
Lonchura maja,Americas,1988
Lonchura maja,Asia and the Pacific,1958
Lonchura maja,Europe and Central Asia,1993
Lonchura malacca,Americas,1936
Lonchura malacca,Asia and the Pacific,1870
Lonchura malacca,Europe and Central Asia,1993
Lonchura oryzivora,Africa,1750
Lonchura oryzivora,Americas,1850
Lonchura oryzivora,Asia and the Pacific,1599
Lonchura oryzivora,Europe and Central Asia,1988
Lonchura punctulata,Africa,1650
Lonchura punctulata,Americas,1865
Lonchura punctulata,Asia and the Pacific,1868
Lonchura punctulata,Europe and Central Asia,1990
Lonchura striata,Africa,1730
Lonchura striata,Asia and the Pacific,1985
Loncomelos brevistylus,Europe and Central Asia,2001
Longicaudus trirhodus,Americas,1908
Longitarsus echii,Asia and the Pacific,1996
Longitarsus flavicornis,Americas,1971
Longitarsus flavicornis,Asia and the Pacific,1979
Longitarsus fuliginosus,Asia and the Pacific,1870
Longitarsus jacobaeae,Americas,1969
Longitarsus jacobaeae,Asia and the Pacific,1983
Longitarsus luridus,Americas,1979
Lonicera acuminata,Europe and Central Asia,1851
Lonicera alpigena,Europe and Central Asia,1805
Lonicera americana,Americas,1985
Lonicera americana,Asia and the Pacific,1965
Lonicera bella,Americas,1914
Lonicera brownii,Asia and the Pacific,1906
Lonicera caerulea,Europe and Central Asia,1703
Lonicera caprifolium,Asia and the Pacific,1843
Lonicera caprifolium,Europe and Central Asia,1613
Lonicera caucasica,Europe and Central Asia,1839
Lonicera chrysantha,Europe and Central Asia,2014
Lonicera ciliosa,Asia and the Pacific,1880
Lonicera etrusca,Asia and the Pacific,1906
Lonicera flava,Asia and the Pacific,1843
Lonicera fragrantissima,Asia and the Pacific,1969
Lonicera fragrantissima,Europe and Central Asia,1994
Lonicera implexa,Asia and the Pacific,1843
Lonicera involucrata,Asia and the Pacific,1920
Lonicera involucrata,Europe and Central Asia,1910
Lonicera involucrata involucrata,Europe and Central Asia,1999
Lonicera italica,Europe and Central Asia,1967
Lonicera japonica,Africa,1825
Lonicera japonica,Americas,1882
Lonicera japonica,Asia and the Pacific,1843
Lonicera japonica,Europe and Central Asia,1818
Lonicera korolkowii,Europe and Central Asia,1990
Lonicera maackii,Americas,1935
Lonicera maackii,Europe and Central Asia,2010
Lonicera morrowi,Asia and the Pacific,1906
Lonicera morrowii,Americas,1926
Lonicera morrowii,Europe and Central Asia,1968
Lonicera nigra,Europe and Central Asia,1797
Lonicera periclymenum,Americas,1919
Lonicera periclymenum,Asia and the Pacific,1947
Lonicera periclymenum,Europe and Central Asia,1960
Lonicera pileata,Asia and the Pacific,1937
Lonicera pileata,Europe and Central Asia,1952
Lonicera purpusii,Europe and Central Asia,1835
Lonicera pyrenaica,Asia and the Pacific,1888
Lonicera reticulata,Americas,1939
Lonicera ruprechtiana,Europe and Central Asia,1883
Lonicera sempervirens,Americas,1895
Lonicera sempervirens,Asia and the Pacific,1843
Lonicera sempervirens,Europe and Central Asia,1888
Lonicera spinosa,Asia and the Pacific,1906
Lonicera standishii,Asia and the Pacific,1880
Lonicera tatarica,Americas,1875
Lonicera tatarica,Asia and the Pacific,1888
Lonicera tatarica,Europe and Central Asia,1813
Lonicera xylosteum,Americas,1884
Lonicera xylosteum,Europe and Central Asia,1770
Lontra felina,Americas,1935
Lontra provocax,Americas,1930
Lopezia racemosa,Europe and Central Asia,1946
Lophocateres pusillus,Europe and Central Asia,1887
Lophocladia lallemandii,Asia and the Pacific,1997
Lophocladia lallemandii,Europe and Central Asia,1908
Lophocolea bispinosa,Europe and Central Asia,1962
Lophocolea brookwoodiana,Europe and Central Asia,2004
Lophocolea semiteres,Europe and Central Asia,1866
Lophodermium australe,Asia and the Pacific,1983
Lophodermium conigenum,Asia and the Pacific,2001
Lophodermium juniperinum,Asia and the Pacific,1959
Lophodermium pinastri,Asia and the Pacific,1900
Lophodermium pini-excelsae,Asia and the Pacific,1988
Lophodiplosis trifida,Americas,2008
Lophodytes cucullatus,Europe and Central Asia,1980
Lopholeucaspis cockerelli,Americas,1946
Lopholeucaspis cockerelli,Europe and Central Asia,1908
Lopholeucaspis japonica,Europe and Central Asia,2009
Lophonetta specularioides,Europe and Central Asia,1973
Lophopodella carteri,Americas,1930
Lophopus crystallinus,Europe and Central Asia,1856
Lophospermum erubescens,Americas,1917
Lophospermum erubescens,Asia and the Pacific,1843
Lophospermum erubescens,Europe and Central Asia,1897
Lophostemon confertus,Asia and the Pacific,1862
Lophoturus drifti,Americas,1970
Lophozia herzogiana,Europe and Central Asia,1986
Lophozozymus incisus,Africa,2008
Lophura leucomelanos,Americas,1920
Lophura nycthemera,Africa,2000
Lophura nycthemera,Americas,1865
Lophura nycthemera,Asia and the Pacific,1858
Lophura nycthemera,Europe and Central Asia,1794
Lophyroplectus oblongopunctatus,Americas,1962
Lopus decolor,Asia and the Pacific,1957
Lorius chlorocercus,Europe and Central Asia,2014
Lota lota,Europe and Central Asia,1800
Lotus angustissimus,Americas,1935
Lotus angustissimus,Asia and the Pacific,1881
Lotus angustissimus,Europe and Central Asia,1775
Lotus conimbricensis,Europe and Central Asia,1974
Lotus corniculatus,Africa,1971
Lotus corniculatus,Americas,1753
Lotus corniculatus,Asia and the Pacific,1848
Lotus corniculatus,Europe and Central Asia,1838
Lotus corniculatus corniculatus,Asia and the Pacific,1974
Lotus corniculatus sativus,Europe and Central Asia,1866
Lotus creticus,Asia and the Pacific,1984
Lotus creticus,Europe and Central Asia,1838
Lotus dorycnium,Europe and Central Asia,1854
Lotus glaber,Europe and Central Asia,1866
Lotus hirsutus,Asia and the Pacific,1981
Lotus hirsutus,Europe and Central Asia,1903
Lotus hispidus,Europe and Central Asia,1861
Lotus jacobaeus,Asia and the Pacific,1843
Lotus maritimus,Europe and Central Asia,1875
Lotus ornithopodioides,Europe and Central Asia,1868
Lotus parviflorus,Europe and Central Asia,1842
Lotus pedunculatus,Americas,1921
Lotus pedunculatus,Asia and the Pacific,1867
Lotus pedunculatus,Europe and Central Asia,1838
Lotus preslii,Asia and the Pacific,1904
Lotus subbiflorus,Americas,1937
Lotus subbiflorus,Asia and the Pacific,1916
Lotus subbiflorus,Europe and Central Asia,1838
Lotus tenuis,Americas,1902
Lotus tenuis,Asia and the Pacific,1894
Lotus tenuis,Europe and Central Asia,1866
Lotus tetragonolobus,Asia and the Pacific,1850
Lotus uliginosus,Americas,1847
Lotus uliginosus,Asia and the Pacific,1887
Loxa viridis,Americas,1991
Loxodonta africana,Africa,1975
Loxomitra kefersteinii,Europe and Central Asia,1950
Loxosceles amazonica,Americas,2010
Loxosceles gaucho,Africa,1976
Loxosceles laeta,Americas,1983
Loxosceles laeta,Asia and the Pacific,1983
Loxosceles laeta,Europe and Central Asia,1963
Loxosceles rufescens,Africa,2010
Loxosceles rufescens,Americas,1972
Loxosceles rufescens,Asia and the Pacific,1906
Loxosceles rufipes,Africa,2012
Loxosomatoides laevis,Americas,1994
Loxosomatoides laevis,Asia and the Pacific,1993
Loxosomella antedonis,Europe and Central Asia,1956
Loxostomina africana,Europe and Central Asia,1996
Loxostomina costulata,Europe and Central Asia,1998
Loxothylacus panopaei,Americas,2006
Lozotaenia cedrivora,Europe and Central Asia,1968
Lucasianus levaillantii,Europe and Central Asia,1905
Lucasinova nigromarginata,Europe and Central Asia,1953
Lucilia cuprina,Asia and the Pacific,1988
Lucilia eximia,Americas,1989
Lucilia sericata,Asia and the Pacific,1872
Lucilla inermis,Europe and Central Asia,1976
Lucilla scintilla,Europe and Central Asia,1976
Lucilla singleyana,Asia and the Pacific,1970
Lucilla singleyana,Europe and Central Asia,1950
Luciobarbus graellsii,Europe and Central Asia,2000
Luculia grandifolia,Asia and the Pacific,1960
Luculia gratissima,Asia and the Pacific,1843
Ludisia discolor,Asia and the Pacific,2006
Ludwigia adscendens,Africa,1935
Ludwigia alternifolia,Europe and Central Asia,1940
Ludwigia arcuata,Asia and the Pacific,1997
Ludwigia decurrens,Americas,1899
Ludwigia decurrens,Asia and the Pacific,1999
Ludwigia erecta,Africa,1938
Ludwigia grandiflora,Americas,1840
Ludwigia grandiflora,Europe and Central Asia,1820
Ludwigia hyssopifolia,Asia and the Pacific,1936
Ludwigia kentiana,Europe and Central Asia,1927
Ludwigia longifolia,Asia and the Pacific,1985
Ludwigia octovalvis,Americas,1000
Ludwigia palustris,Americas,1934
Ludwigia palustris,Asia and the Pacific,1933
Ludwigia peploides,Americas,1913
Ludwigia peploides,Asia and the Pacific,1929
Ludwigia peploides,Europe and Central Asia,1820
Ludwigia peruviana,Americas,1894
Ludwigia peruviana,Asia and the Pacific,1970
Ludwigia repens,Asia and the Pacific,1997
Ludwigia repens,Europe and Central Asia,1924
Luehea seemannii,Americas,1960
Luehea speciosa,Americas,1960
Luffa acutangula,Americas,1903
Luffa acutangula,Asia and the Pacific,1991
Luffa aegyptiaca,Africa,1931
Luffa aegyptiaca,Americas,1881
Luffa cylindrica,Africa,1961
Luffa cylindrica,Americas,1933
Lulwoana uniseptata,Europe and Central Asia,2001
Luma apiculata,Asia and the Pacific,1888
Luma apiculata,Europe and Central Asia,1970
Lumbrinerides acutiformis,Europe and Central Asia,1995
Lumbrinerides neogesae,Europe and Central Asia,2002
Lumbrineris debilis,Europe and Central Asia,1963
Lumbrineris inflata,Europe and Central Asia,2000
Lunaria annua,Americas,1907
Lunaria annua,Asia and the Pacific,1911
Lunaria annua,Europe and Central Asia,1597
Lunaria rediviva,Americas,1672
Lunaria rediviva,Europe and Central Asia,1883
Lunularia cruciata,Americas,1838
Lunularia cruciata,Asia and the Pacific,1929
Lunularia cruciata,Europe and Central Asia,1871
Luperomorpha xanthodera,Europe and Central Asia,1889
Lupinus albus,Americas,1975
Lupinus albus,Asia and the Pacific,1963
Lupinus albus,Europe and Central Asia,1661
Lupinus angustifolius,Americas,1950
Lupinus angustifolius,Asia and the Pacific,1920
Lupinus angustifolius,Europe and Central Asia,1989
Lupinus arboreus,Americas,1881
Lupinus arboreus,Asia and the Pacific,1893
Lupinus arboreus,Europe and Central Asia,1848
Lupinus arboreus x nootkatensis x polyphyllus,Europe and Central Asia,1991
Lupinus arboreus x polyphyllus,Europe and Central Asia,1955
Lupinus bicolor,Americas,1913
Lupinus chamissonis,Americas,1982
Lupinus cosentinii,Asia and the Pacific,1905
Lupinus cosentinii,Europe and Central Asia,1857
Lupinus ehrenbergii,Asia and the Pacific,1989
Lupinus luteus,Americas,2008
Lupinus luteus,Asia and the Pacific,1903
Lupinus luteus,Europe and Central Asia,1807
Lupinus mexicanus,Africa,1963
Lupinus mutabilis,Asia and the Pacific,1977
Lupinus nootkatensis,Asia and the Pacific,1989
Lupinus nootkatensis,Europe and Central Asia,1862
Lupinus nootkatensis × polyphyllus,Europe and Central Asia,2003
Lupinus perennis,Americas,1957
Lupinus perennis,Europe and Central Asia,1899
Lupinus pilosus,Asia and the Pacific,1930
Lupinus polyphyllus,Americas,1887
Lupinus polyphyllus,Asia and the Pacific,1919
Lupinus polyphyllus,Europe and Central Asia,1807
Lupinus pseudopolyphyllus,Europe and Central Asia,2003
Lupinus regalis,Europe and Central Asia,1955
Lupinus sericeus,Americas,1979
Luridiblatta trivittata,Americas,2004
Lutjanus analis,Americas,1923
Lutjanus argentimaculatus,Asia and the Pacific,1977
Lutjanus argentimaculatus,Europe and Central Asia,2019
Lutjanus fulvus,Americas,1956
Lutjanus gibbus,Americas,1958
Lutjanus jocu,Americas,1926
Lutjanus kasmira,Americas,1955
Lutjanus sebae,Europe and Central Asia,2010
Lutzomyia verrucarum,Americas,2004
Luziola fluitans,Americas,1976
Luziola subintegra,Americas,2007
Luzula campestris,Africa,1995
Luzula campestris,Americas,1743
Luzula campestris,Asia and the Pacific,1893
Luzula campestris,Europe and Central Asia,1844
Luzula congesta,Asia and the Pacific,1919
Luzula congesta,Europe and Central Asia,1929
Luzula flaccida,Asia and the Pacific,1880
Luzula forsteri,Europe and Central Asia,1880
Luzula luzuloides,Americas,1932
Luzula luzuloides,Europe and Central Asia,1830
Luzula multiflora,Africa,1996
Luzula multiflora,Americas,1886
Luzula multiflora,Asia and the Pacific,1900
Luzula multiflora,Europe and Central Asia,1857
Luzula nivea,Europe and Central Asia,1905
Luzula subcongesta,Americas,1928
Lycaena dispar,Europe and Central Asia,1952
Lycalopex gymnocercus,Americas,1931
Lychnis coronaria,Americas,1918
Lychnis coronaria,Asia and the Pacific,1917
Lychnis coronaria,Europe and Central Asia,1879
Lycium afrum,Asia and the Pacific,1907
Lycium barbarum,Americas,1899
Lycium barbarum,Asia and the Pacific,1867
Lycium barbarum,Europe and Central Asia,1772
Lycium chinense,Asia and the Pacific,1860
Lycium chinense,Europe and Central Asia,1815
Lycium europaeum,Asia and the Pacific,1845
Lycium europaeum,Europe and Central Asia,1847
Lycium ferocissimum,Asia and the Pacific,1880
Lycium ferocissimum,Europe and Central Asia,1906
Lycium schweinfurthii,Europe and Central Asia,1982
Lycodon aulicus,Africa,1839
Lycodon aulicus,Asia and the Pacific,1987
Lycomorphodes sordida,Americas,1982
Lycoperdon marginatum,Europe and Central Asia,1898
Lycoperdon perlatum,Asia and the Pacific,2005
Lycoperdon umbrinoides,Europe and Central Asia,1999
Lycopersicon esculentum Mill. var. esculentum,Africa,1977
